From Id	To Id	Tx	Meta
3	2	158.005	 UDP 9 > 49153
2	1	158.006	 UDP 9 > 49153
1	0	158.007	 UDP 9 > 49153
0	1	159	 UDP 49153 > 9
1	2	159.001	 UDP 49153 > 9
2	3	159.002	 UDP 49153 > 9
3	4	159.003	 UDP 49153 > 9
4	3	159.004	 UDP 9 > 49153
3	2	159.005	 UDP 9 > 49153
2	1	159.006	 UDP 9 > 49153
1	0	159.007	 UDP 9 > 49153
0	1	160	 UDP 49153 > 9
1	2	160.001	 UDP 49153 > 9
2	3	160.002	 UDP 49153 > 9
3	4	160.003	 UDP 49153 > 9
4	3	160.004	 UDP 9 > 49153
3	2	160.005	 UDP 9 > 49153
2	1	160.006	 UDP 9 > 49153
1	0	160.007	 UDP 9 > 49153
0	1	161	 UDP 49153 > 9
1	2	161.001	 UDP 49153 > 9
2	3	161.002	 UDP 49153 > 9
3	4	161.003	 UDP 49153 > 9
4	3	161.004	 UDP 9 > 49153
3	2	161.005	 UDP 9 > 49153
2	1	161.006	 UDP 9 > 49153
1	0	161.007	 UDP 9 > 49153
0	1	162	 UDP 49153 > 9
1	2	162.001	 UDP 49153 > 9
2	3	162.002	 UDP 49153 > 9
3	4	162.003	 UDP 49153 > 9
4	3	162.004	 UDP 9 > 49153
3	2	162.005	 UDP 9 > 49153
2	1	162.006	 UDP 9 > 49153
1	0	162.007	 UDP 9 > 49153
0	1	163	 UDP 49153 > 9
1	2	163.001	 UDP 49153 > 9
2	3	163.002	 UDP 49153 > 9
3	4	163.003	 UDP 49153 > 9
4	3	163.004	 UDP 9 > 49153
3	2	163.005	 UDP 9 > 49153
2	1	163.006	 UDP 9 > 49153
1	0	163.007	 UDP 9 > 49153
0	1	164	 UDP 49153 > 9
1	2	164.001	 UDP 49153 > 9
2	3	164.002	 UDP 49153 > 9
3	4	164.003	 UDP 49153 > 9
4	3	164.004	 UDP 9 > 49153
3	2	164.005	 UDP 9 > 49153
2	1	164.006	 UDP 9 > 49153
1	0	164.007	 UDP 9 > 49153
0	1	165	 UDP 49153 > 9
1	2	165.001	 UDP 49153 > 9
2	3	165.002	 UDP 49153 > 9
3	4	165.003	 UDP 49153 > 9
4	3	165.004	 UDP 9 > 49153
3	2	165.005	 UDP 9 > 49153
2	1	165.006	 UDP 9 > 49153
1	0	165.007	 UDP 9 > 49153
0	1	166	 UDP 49153 > 9
1	2	166.001	 UDP 49153 > 9
2	3	166.002	 UDP 49153 > 9
3	4	166.003	 UDP 49153 > 9
