From Id	To Id	Tx	Meta
5	1	83.0071	 UDP 9 > 49153
1	0	83.0081	 UDP 9 > 49153
0	1	84	 UDP 49153 > 9
1	2	84.001	 UDP 49153 > 9
2	4	84.002	 UDP 49153 > 9
4	3	84.003	 UDP 49153 > 9
3	7	84.004	 UDP 49153 > 9
7	4	84.0051	 UDP 9 > 49153
4	5	84.0061	 UDP 9 > 49153
5	1	84.0071	 UDP 9 > 49153
1	0	84.0081	 UDP 9 > 49153
0	1	85	 UDP 49153 > 9
1	2	85.001	 UDP 49153 > 9
2	4	85.002	 UDP 49153 > 9
4	3	85.003	 UDP 49153 > 9
3	7	85.004	 UDP 49153 > 9
7	4	85.0051	 UDP 9 > 49153
4	5	85.0061	 UDP 9 > 49153
5	1	85.0071	 UDP 9 > 49153
1	0	85.0081	 UDP 9 > 49153
0	1	86	 UDP 49153 > 9
1	2	86.001	 UDP 49153 > 9
2	4	86.002	 UDP 49153 > 9
4	3	86.003	 UDP 49153 > 9
3	7	86.004	 UDP 49153 > 9
7	4	86.0051	 UDP 9 > 49153
4	5	86.0061	 UDP 9 > 49153
5	1	86.0071	 UDP 9 > 49153
1	0	86.0081	 UDP 9 > 49153
0	1	87	 UDP 49153 > 9
1	2	87.001	 UDP 49153 > 9
2	4	87.002	 UDP 49153 > 9
4	3	87.003	 UDP 49153 > 9
3	7	87.004	 UDP 49153 > 9
7	4	87.0051	 UDP 9 > 49153
4	5	87.0061	 UDP 9 > 49153
5	1	87.0071	 UDP 9 > 49153
1	0	87.0081	 UDP 9 > 49153
0	1	88	 UDP 49153 > 9
1	2	88.001	 UDP 49153 > 9
2	4	88.002	 UDP 49153 > 9
4	3	88.003	 UDP 49153 > 9
3	7	88.004	 UDP 49153 > 9
7	4	88.0051	 UDP 9 > 49153
4	5	88.0061	 UDP 9 > 49153
5	1	88.0071	 UDP 9 > 49153
1	0	88.0081	 UDP 9 > 49153
0	1	89	 UDP 49153 > 9
1	2	89.001	 UDP 49153 > 9
2	4	89.002	 UDP 49153 > 9
4	3	89.003	 UDP 49153 > 9
3	7	89.004	 UDP 49153 > 9
7	4	89.0051	 UDP 9 > 49153
4	5	89.0061	 UDP 9 > 49153
5	1	89.0071	 UDP 9 > 49153
1	0	89.0081	 UDP 9 > 49153
0	1	90	 UDP 49153 > 9
1	2	90.001	 UDP 49153 > 9
2	4	90.002	 UDP 49153 > 9
4	3	90.003	 UDP 49153 > 9
3	7	90.004	 UDP 49153 > 9
7	4	90.0051	 UDP 9 > 49153
4	5	90.0061	 UDP 9 > 49153
5	1	90.0071	 UDP 9 > 49153
1	0	90.0081	 UDP 9 > 49153
0	1	91	 UDP 49153 > 9
1	2	91.001	 UDP 49153 > 9
2	4	91.002	 UDP 49153 > 9
4	3	91.003	 UDP 49153 > 9
3	7	91.004	 UDP 49153 > 9
7	4	91.0051	 UDP 9 > 49153
4	5	91.0061	 UDP 9 > 49153
5	1	91.0071	 UDP 9 > 49153
1	0	91.0081	 UDP 9 > 49153
0	1	92	 UDP 49153 > 9
1	2	92.001	 UDP 49153 > 9
2	4	92.002	 UDP 49153 > 9
4	3	92.003	 UDP 49153 > 9
3	7	92.004	 UDP 49153 > 9
7	4	92.0051	 UDP 9 > 49153
4	5	92.0061	 UDP 9 > 49153
5	1	92.0071	 UDP 9 > 49153
1	0	92.0081	 UDP 9 > 49153
0	1	93	 UDP 49153 > 9
1	2	93.001	 UDP 49153 > 9
2	4	93.002	 UDP 49153 > 9
4	3	93.003	 UDP 49153 > 9
3	7	93.004	 UDP 49153 > 9
7	4	93.0051	 UDP 9 > 49153
4	5	93.0061	 UDP 9 > 49153
5	1	93.0071	 UDP 9 > 49153
1	0	93.0081	 UDP 9 > 49153
0	1	94	 UDP 49153 > 9
1	2	94.001	 UDP 49153 > 9
2	4	94.002	 UDP 49153 > 9
4	3	94.003	 UDP 49153 > 9
3	7	94.004	 UDP 49153 > 9
7	4	94.0051	 UDP 9 > 49153
4	5	94.0061	 UDP 9 > 49153
5	1	94.0071	 UDP 9 > 49153
1	0	94.0081	 UDP 9 > 49153
0	1	95	 UDP 49153 > 9
1	2	95.001	 UDP 49153 > 9
2	4	95.002	 UDP 49153 > 9
4	3	95.003	 UDP 49153 > 9
3	7	95.004	 UDP 49153 > 9
7	4	95.0051	 UDP 9 > 49153
4	5	95.0061	 UDP 9 > 49153
5	1	95.0071	 UDP 9 > 49153
1	0	95.0081	 UDP 9 > 49153
0	1	96	 UDP 49153 > 9
1	2	96.001	 UDP 49153 > 9
2	4	96.002	 UDP 49153 > 9
4	3	96.003	 UDP 49153 > 9
3	7	96.004	 UDP 49153 > 9
7	4	96.0051	 UDP 9 > 49153
4	5	96.0061	 UDP 9 > 49153
5	1	96.0071	 UDP 9 > 49153
1	0	96.0081	 UDP 9 > 49153
0	1	97	 UDP 49153 > 9
1	2	97.001	 UDP 49153 > 9
2	4	97.002	 UDP 49153 > 9
4	3	97.003	 UDP 49153 > 9
3	7	97.004	 UDP 49153 > 9
7	4	97.0051	 UDP 9 > 49153
4	5	97.0061	 UDP 9 > 49153
5	1	97.0071	 UDP 9 > 49153
1	0	97.0081	 UDP 9 > 49153
0	1	98	 UDP 49153 > 9
1	2	98.001	 UDP 49153 > 9
2	4	98.002	 UDP 49153 > 9
4	3	98.003	 UDP 49153 > 9
3	7	98.004	 UDP 49153 > 9
7	4	98.0051	 UDP 9 > 49153
4	5	98.0061	 UDP 9 > 49153
5	1	98.0071	 UDP 9 > 49153
1	0	98.0081	 UDP 9 > 49153
1	0	98.9784	 UDP 520 > 520
1	2	98.9784	 UDP 520 > 520
1	5	98.9784	 UDP 520 > 520
0	1	99	 UDP 49153 > 9
1	2	99.001	 UDP 49153 > 9
2	4	99.002	 UDP 49153 > 9
4	3	99.003	 UDP 49153 > 9
3	7	99.004	 UDP 49153 > 9
7	4	99.0051	 UDP 9 > 49153
4	5	99.0061	 UDP 9 > 49153
5	1	99.0071	 UDP 9 > 49153
1	0	99.0081	 UDP 9 > 49153
0	1	100	 UDP 49153 > 9
1	2	100.001	 UDP 49153 > 9
2	4	100.002	 UDP 49153 > 9
4	3	100.003	 UDP 49153 > 9
3	7	100.004	 UDP 49153 > 9
7	4	100.005	 UDP 9 > 49153
4	5	100.006	 UDP 9 > 49153
5	1	100.007	 UDP 9 > 49153
1	0	100.008	 UDP 9 > 49153
4	2	100.811	 UDP 520 > 520
4	3	100.811	 UDP 520 > 520
4	7	100.811	 UDP 520 > 520
4	5	100.811	 UDP 520 > 520
4	6	100.811	 UDP 520 > 520
0	1	101	 UDP 49153 > 9
1	2	101.001	 UDP 49153 > 9
2	4	101.002	 UDP 49153 > 9
4	3	101.003	 UDP 49153 > 9
